,Close,High,Low,Open,Volume,SharesOutstanding,MarketCap
2000-01-03,0.08930625766515732,0.09085656992058645,0.0841791561461253,0.09014139491425764,300912000,24979499008.0,2230825574.7549896
2000-01-04,0.08692172169685364,0.08799494122949733,0.0825097955657633,0.08775594464183842,300480000,24979499008.0,2171261060.9002075
2000-01-05,0.08406013995409012,0.08584853511768933,0.08286787196327158,0.08441818467970222,188352000,24979499008.0,2099780182.5955353
2000-01-06,0.07857497781515121,0.08406012458127532,0.07535622597957777,0.08406012458127532,120480000,24979499008.0,1962763580.3871918
2000-01-07,0.07988721877336502,0.08072143524875175,0.07702559672998689,0.0782178647676961,71184000,24979499008.0,1995542702.1011505
2000-01-10,0.0825098305940628,0.08584853860990739,0.07869495084188236,0.08012530133805446,239856000,24979499008.0,2061054231.47464
2000-01-11,0.07917111366987228,0.08298691404759498,0.07917111366987228,0.08203273539512307,148128000,24979499008.0,1977654755.37883
2000-01-12,0.07714462280273438,0.07929106917730971,0.07607140302676045,0.07917110691771549,123552000,24979499008.0,1927034028.7734375
2000-01-13,0.08036340028047562,0.0810794898469325,0.07607142722099344,0.07702560609556068,132192000,24979499008.0,2007437477.5856476
2000-01-14,0.08382111042737961,0.08715981727081158,0.08131754082209228,0.08155654424991457,604560000,24979499008.0,2093809344.7701874
2000-01-18,0.08739883452653885,0.08775596496554267,0.0810794644542955,0.08489434347042737,261648000,24979499008.0,2183179100.3560333
2000-01-19,0.08656367659568787,0.08775594412178155,0.08584850165545689,0.08775594412178155,164688000,24979499008.0,2162317273.650818
2000-01-20,0.08632561564445496,0.09204885232399566,0.0856104404703842,0.08727979430554085,179568000,24979499008.0,2156370630.355652
2000-01-21,0.08537144958972931,0.0864446695396304,0.08322500286729849,0.08608662481225166,544272000,24979499008.0,2132536040.3381653
2000-01-24,0.08155656605958939,0.08811401925883502,0.0810794733083085,0.08811401925883502,256944000,24979499008.0,2037242160.9813995
2000-01-25,0.08084046095609665,0.08274881810679911,0.07821784975030178,0.08191368073685869,237120000,24979499008.0,2019354214.259079
